,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,NumCabinMates,Deck,NumCabin,Side
49,1,False,1,56.0,False,0.0,112.0,0.0,1379.0,127.0,False,1,5,2,1
50,1,False,1,27.0,False,4.0,0.0,2.0,4683.0,0.0,False,1,7,6,1
51,1,False,1,25.0,False,0.0,0.0,1938.0,0.0,1.0,True,1,6,11,1
52,2,False,1,2.0,False,0.0,0.0,0.0,0.0,0.0,True,3,1,1,1
53,2,True,1,38.0,False,0.0,0.0,0.0,0.0,0.0,True,3,1,1,1
54,2,False,1,27.0,False,279.0,605.0,3374.0,286.0,3.0,True,3,1,1,1
55,1,True,3,36.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,7,1
56,1,False,1,22.0,False,45.0,1096.0,148.0,1377.0,1.0,False,1,6,12,1
57,1,False,1,62.0,False,0.0,592.0,0.0,17.0,25.0,False,1,6,13,1
58,3,True,1,15.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,14,1
59,1,True,1,33.0,False,0.0,0.0,0.0,0.0,0.0,True,1,5,3,1
60,1,False,1,62.0,False,1.0,153.0,197.0,0.0,460.0,False,1,7,6,2
61,1,True,3,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2,7,10,1
62,1,False,1,18.0,False,1.0,258.0,446.0,0.0,0.0,True,2,7,10,1
63,1,False,2,21.0,False,1946.0,37.0,0.0,0.0,24.0,False,1,6,15,1
64,3,False,1,27.0,False,793.0,0.0,2.0,253.0,0.0,False,1,5,4,1
65,1,False,1,42.0,False,887.0,0.0,9.0,6.0,0.0,True,1,6,16,1
66,1,False,1,19.0,False,190.0,0.0,5.0,1.0,726.0,False,1,6,13,2
67,1,False,1,17.0,False,16.0,2165.0,0.0,0.0,52.0,False,1,6,14,2
68,1,False,1,14.0,False,0.0,1.0,0.0,0.0,1063.0,False,1,6,17,1
69,3,False,3,37.0,False,46.0,83.0,738.0,0.0,12.0,False,1,4,3,2
70,2,False,1,42.0,False,1.0,8397.0,0.0,0.0,506.0,True,1,3,3,1
71,3,False,1,27.0,False,147.0,0.0,1018.0,0.0,0.0,True,1,6,18,1
72,3,False,1,28.0,False,14.0,0.0,1295.0,0.0,0.0,True,1,6,15,2
73,2,False,1,38.0,False,0.0,5840.0,0.0,321.0,9654.0,False,1,3,4,1
74,1,True,1,13.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,13,1
75,3,False,1,42.0,False,7406.0,0.0,0.0,0.0,0.0,False,3,6,16,2
76,3,True,1,2.0,False,0.0,0.0,0.0,0.0,0.0,True,3,6,16,2
77,3,False,1,8.0,False,0.0,0.0,0.0,0.0,0.0,True,3,6,16,2
78,1,False,1,24.0,False,688.0,0.0,0.0,0.0,17.0,True,1,7,14,1
79,2,True,1,40.0,False,0.0,0.0,0.0,0.0,0.0,True,1,3,5,1
80,1,False,1,43.0,False,211.0,0.0,0.0,638.0,513.0,False,1,6,17,2
81,3,True,3,45.0,False,0.0,0.0,0.0,0.0,0.0,True,1,5,5,1
82,1,True,1,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,15,1
83,1,True,1,26.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,16,1
84,1,False,1,27.0,False,1.0,697.0,31.0,188.0,0.0,False,1,6,20,1
85,1,False,1,19.0,False,0.0,0.0,670.0,1.0,34.0,False,3,7,9,2
86,1,True,1,0.0,False,0.0,0.0,0.0,0.0,0.0,True,3,7,9,2
87,1,True,1,3.0,False,0.0,0.0,0.0,0.0,0.0,True,3,7,9,2
88,2,False,1,54.0,False,0.0,1208.0,0.0,3.0,637.0,False,1,1,2,1
89,1,False,1,26.0,False,0.0,856.0,5.0,32.0,0.0,False,2,7,11,2
90,1,False,1,26.0,False,0.0,2811.0,957.0,0.0,87.0,True,2,7,11,2
91,1,False,3,23.0,False,311.0,427.0,526.0,37.0,0.0,False,1,6,19,2
92,1,False,1,2.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,12,2
93,3,True,1,31.0,False,0.0,0.0,0.0,0.0,0.0,True,0,6,427.0,1
94,1,False,1,18.0,False,0.0,0.0,0.0,830.0,91.0,False,1,6,23,1
95,1,False,1,24.0,False,0.0,0.0,0.0,0.0,17.0,True,1,6,24,1
96,1,True,2,9.0,False,0.0,0.0,0.0,0.0,0.0,True,2,7,18,1
97,1,True,1,6.0,False,0.0,0.0,0.0,0.0,0.0,False,2,7,18,1
98,1,False,1,27.0,False,0.0,0.0,570.0,2.0,131.0,False,1,6,21,2
99,3,False,1,21.0,False,1743.0,5.0,17.0,0.0,0.0,False,1,4,2,1
100,1,True,1,23.0,False,0.0,0.0,0.0,0.0,0.0,False,3,7,19,1
101,1,False,1,31.0,False,562.0,0.0,326.0,0.0,0.0,False,3,7,19,1
102,1,False,1,0.0,False,0.0,0.0,0.0,0.0,0.0,True,3,7,19,1
103,2,False,1,32.0,False,0.0,410.0,6.0,3929.0,764.0,False,0,6,427.0,1
104,2,False,1,40.0,False,0.0,331.0,0.0,0.0,1687.0,False,3,2,5,2
105,2,False,1,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,True,3,2,5,2
106,2,True,1,28.0,False,0.0,0.0,0.0,0.0,0.0,True,3,2,5,2
107,2,True,1,29.0,False,0.0,0.0,0.0,0.0,0.0,True,1,5,6,1
108,2,False,2,48.0,True,0.0,2537.0,87.0,17.0,13.0,True,1,2,1,1
109,1,False,1,64.0,False,0.0,0.0,804.0,0.0,0.0,True,1,6,23,2
110,1,False,1,27.0,False,82.0,157.0,429.0,238.0,1.0,False,1,7,20,1
111,3,False,1,26.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,24,2
112,2,False,1,33.0,False,1.0,2223.0,0.0,12.0,404.0,True,1,4,4,2
113,1,False,1,39.0,False,0.0,2344.0,0.0,65.0,6898.0,False,2,1,0,2
114,2,True,1,13.0,False,0.0,0.0,0.0,0.0,0.0,True,2,1,0,2
115,3,True,1,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,25,2
116,1,False,1,29.0,False,0.0,0.0,0.0,699.0,74.0,False,1,7,21,1
117,1,False,1,18.0,False,55.0,597.0,49.0,0.0,1.0,False,1,6,27,2
118,3,True,1,67.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,27,1
119,3,False,1,35.0,False,701.0,0.0,296.0,0.0,25.0,False,1,5,7,1
120,3,False,1,61.0,True,2353.0,334.0,9.0,316.0,2.0,False,1,4,3,1
121,3,False,1,45.0,False,2103.0,6.0,0.0,0.0,0.0,False,1,5,8,1
122,1,True,3,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,22,1
123,3,True,1,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,29,1
124,3,False,1,36.0,False,2738.0,0.0,0.0,0.0,0.0,False,1,4,5,1
125,1,False,1,19.0,False,0.0,14.0,730.0,0.0,0.0,True,1,7,17,2
126,1,False,3,47.0,False,97.0,418.0,126.0,25.0,55.0,False,1,7,23,1
127,1,True,1,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,18,2
128,1,False,1,34.0,False,0.0,22.0,0.0,564.0,207.0,False,1,5,5,2
129,2,True,2,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1,3,6,1
130,1,True,1,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,19,2
131,1,False,1,26.0,False,440.0,0.0,0.0,0.0,462.0,False,1,6,29,2
132,3,False,1,31.0,False,0.0,0.0,97.0,0.0,0.0,False,1,6,30,2
133,1,False,1,20.0,False,0.0,420.0,210.0,0.0,0.0,True,1,6,31,1
134,1,False,1,56.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,25,1
135,1,True,1,50.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,26,1
136,3,False,1,42.0,False,1072.0,0.0,10.0,0.0,76.0,False,1,6,31,2
137,1,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,27,1
138,1,True,2,38.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,20,2
139,1,False,1,41.0,False,0.0,0.0,0.0,0.0,607.0,False,1,6,32,2
140,1,False,1,22.0,False,4119.0,0.0,0.0,0.0,61.0,False,1,7,22,2
141,2,True,1,26.0,False,0.0,0.0,0.0,0.0,0.0,True,2,2,8,2
142,2,True,1,17.0,False,0.0,0.0,0.0,0.0,0.0,True,2,2,8,2
143,1,False,1,57.0,False,50.0,1688.0,0.0,0.0,135.0,True,2,7,28,1
144,1,True,3,17.0,False,0.0,0.0,0.0,0.0,0.0,False,2,7,28,1
145,3,True,1,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,37,2
146,3,True,1,13.0,False,0.0,0.0,0.0,0.0,0.0,True,2,6,35,1
147,3,False,1,27.0,False,1365.0,0.0,48.0,22.0,137.0,False,2,6,35,1
148,1,True,1,31.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,23,2
149,1,False,1,24.0,False,0.0,0.0,0.0,221.0,567.0,False,1,5,10,1
150,1,True,3,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,30,1
151,1,True,1,32.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,24,2
152,1,False,1,58.0,False,0.0,985.0,0.0,5.0,0.0,True,1,5,11,1
153,1,False,2,21.0,False,287.0,0.0,16.0,115.0,175.0,False,1,6,38,2
154,2,False,1,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,False,1,2,2,1
155,3,False,1,38.0,False,3414.0,0.0,161.0,28.0,119.0,False,1,4,6,1
156,1,False,1,19.0,False,1.0,219.0,673.0,2.0,11.0,True,3,7,26,2
157,1,False,1,0.0,False,0.0,0.0,0.0,0.0,0.0,False,3,7,26,2
158,1,False,1,3.0,False,0.0,0.0,0.0,0.0,0.0,True,3,7,26,2
159,1,False,1,20.0,False,0.0,0.0,3.0,299.0,92.0,False,1,7,27,2
160,2,True,1,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1,3,3,2
161,1,False,1,37.0,False,17.0,146.0,426.0,0.0,232.0,True,1,6,36,1
162,1,False,1,25.0,False,62.0,0.0,0.0,0.0,956.0,False,1,7,28,2
163,1,True,1,56.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,31,1
164,1,False,2,49.0,False,84.0,3.0,401.0,202.0,98.0,False,1,5,8,2
165,1,True,2,11.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,32,1
166,1,True,1,1.0,False,0.0,0.0,0.0,0.0,0.0,True,3,7,29,2
167,1,False,1,8.0,False,0.0,0.0,0.0,0.0,0.0,False,3,7,29,2
168,1,False,1,39.0,False,0.0,0.0,10.0,898.0,0.0,False,3,7,29,2
169,3,True,1,2.0,False,0.0,0.0,0.0,0.0,0.0,True,3,6,41,2
170,3,False,1,23.0,False,0.0,0.0,8.0,1072.0,0.0,False,3,6,41,2
171,3,False,1,0.0,False,0.0,0.0,0.0,0.0,0.0,True,3,6,41,2
172,3,False,1,39.0,False,406.0,0.0,867.0,0.0,0.0,True,1,6,42,2
173,3,False,3,25.0,False,1052.0,0.0,719.0,0.0,7.0,False,1,4,5,2
174,2,False,1,36.0,False,0.0,972.0,0.0,795.0,575.0,False,1,3,5,2
175,1,False,3,52.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,30,2
176,1,True,1,18.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,33,1
177,1,True,1,15.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,31,2
178,2,True,1,35.0,False,0.0,0.0,0.0,0.0,0.0,True,2,2,3,1
179,2,True,1,47.0,False,0.0,0.0,0.0,0.0,0.0,True,2,2,3,1
180,2,True,2,45.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2,9,2
181,2,False,2,27.0,False,0.0,2433.0,0.0,878.0,443.0,True,1,1,2,2
182,2,True,1,51.0,False,0.0,0.0,0.0,0.0,0.0,True,1,3,8,1
183,1,False,1,29.0,False,0.0,2.0,66.0,0.0,705.0,False,1,7,34,1
184,2,False,2,27.0,False,2.0,1720.0,12.0,1125.0,122.0,True,1,3,9,1
185,1,True,3,19.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,32,2
186,1,True,2,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1,4,6,2
187,3,False,1,29.0,False,902.0,1.0,137.0,0.0,0.0,True,3,6,44,2
188,3,True,1,11.0,False,0.0,0.0,0.0,0.0,0.0,True,3,6,44,2
189,3,False,1,17.0,False,848.0,0.0,307.0,182.0,0.0,False,3,6,44,2
190,1,False,1,13.0,False,192.0,0.0,0.0,51.0,739.0,False,1,5,9,2
191,1,False,1,35.0,False,147.0,188.0,0.0,10.0,387.0,False,1,6,45,2
192,1,False,1,21.0,False,367.0,281.0,0.0,0.0,146.0,False,1,6,46,2
193,1,False,2,21.0,False,0.0,56.0,0.0,0.0,1918.0,False,1,6,40,1
194,1,False,1,38.0,False,1517.0,0.0,0.0,27.0,0.0,False,1,6,47,2
195,1,True,1,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,36,2
196,1,True,1,2.0,False,0.0,0.0,0.0,0.0,0.0,True,5,7,37,2
197,1,False,1,0.0,False,0.0,0.0,0.0,0.0,0.0,True,5,7,37,2
198,1,True,1,13.0,False,0.0,0.0,0.0,0.0,0.0,False,5,7,37,2
199,1,False,1,25.0,False,122.0,84.0,0.0,0.0,0.0,False,1,5,10,2
200,1,False,1,16.0,False,0.0,3.0,0.0,0.0,1099.0,False,1,6,48,2
201,1,False,2,1.0,False,0.0,0.0,0.0,0.0,0.0,False,5,7,37,2
202,1,True,1,15.0,False,0.0,0.0,0.0,0.0,0.0,True,5,7,37,2
203,3,False,2,21.0,False,2237.0,0.0,119.0,0.0,0.0,False,7,5,13,1
204,3,False,1,23.0,False,1215.0,80.0,1.0,2.0,0.0,False,7,5,13,1
205,3,False,1,33.0,False,1933.0,12.0,188.0,1.0,0.0,False,7,5,13,1
206,3,True,1,21.0,False,0.0,0.0,0.0,0.0,0.0,True,7,5,13,1
207,3,False,1,41.0,False,1230.0,0.0,301.0,43.0,1023.0,False,7,5,13,1
208,3,False,1,16.0,False,915.0,0.0,221.0,234.0,0.0,False,7,5,13,1
209,3,True,1,42.0,False,0.0,0.0,0.0,0.0,0.0,False,7,5,13,1
210,3,False,1,20.0,False,1406.0,0.0,0.0,11.0,0.0,False,2,6,41,1
211,3,True,1,24.0,False,0.0,0.0,0.0,0.0,0.0,True,2,6,41,1
212,3,True,1,16.0,False,0.0,0.0,0.0,0.0,0.0,True,1,5,14,1
213,1,False,1,21.0,False,0.0,2.0,665.0,0.0,9.0,False,1,7,35,1
214,3,False,1,32.0,True,181.0,0.0,5.0,1634.0,0.0,False,1,6,42,1
215,1,True,3,58.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,38,2
216,1,False,1,24.0,False,4.0,7.0,0.0,713.0,79.0,False,1,6,43,1
217,3,False,1,30.0,False,85.0,0.0,1.0,1720.0,0.0,False,1,6,44,1
218,1,True,3,27.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,36,1
219,3,False,1,32.0,False,56.0,0.0,256.0,1438.0,0.0,False,1,6,45,1
220,1,False,1,43.0,False,0.0,888.0,0.0,0.0,0.0,False,1,6,50,2
221,2,True,1,42.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2,11,2
222,3,False,1,37.0,False,637.0,0.0,0.0,92.0,319.0,False,0,6,427.0,1
223,3,True,1,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,52,2
224,2,False,2,33.0,False,0.0,1249.0,0.0,4812.0,1116.0,False,1,5,11,2
225,1,False,1,18.0,False,313.0,1.0,691.0,283.0,0.0,False,1,6,46,1
226,1,True,1,21.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,37,1
227,3,True,1,43.0,False,0.0,0.0,0.0,0.0,0.0,True,0,6,427.0,1
228,3,True,2,14.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,47,1
229,2,False,2,46.0,False,0.0,3571.0,0.0,0.0,7.0,True,2,3,6,2
230,2,False,1,33.0,False,0.0,86.0,796.0,584.0,10912.0,False,2,3,6,2
231,3,False,1,21.0,False,2947.0,0.0,287.0,27.0,0.0,False,1,4,8,2
232,2,False,1,33.0,False,0.0,1.0,0.0,8620.0,1063.0,False,1,3,10,1
233,1,True,3,47.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,38,1
234,1,True,2,54.0,False,0.0,0.0,0.0,0.0,0.0,True,1,3,11,1
235,1,False,1,30.0,False,335.0,695.0,541.0,0.0,0.0,False,1,6,53,2
236,1,False,1,29.0,False,272.0,615.0,0.0,0.0,1.0,False,1,7,42,2
237,1,False,1,21.0,False,702.0,172.0,408.0,2.0,6.0,True,1,6,54,2
238,2,True,1,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1,1,3,1
239,3,False,2,21.0,False,1664.0,0.0,0.0,0.0,0.0,False,2,6,49,1
240,3,True,1,60.0,False,0.0,0.0,0.0,0.0,0.0,True,2,6,49,1
241,1,False,1,22.0,False,0.0,0.0,313.0,299.0,92.0,False,1,6,50,1
242,2,False,1,26.0,False,0.0,4810.0,0.0,981.0,2054.0,False,1,5,16,1
243,1,False,1,26.0,False,66.0,29.0,0.0,0.0,803.0,False,1,6,56,2
244,1,True,1,28.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,43,2
245,2,True,1,39.0,False,0.0,0.0,0.0,0.0,0.0,True,1,4,8,1
246,1,False,1,13.0,False,118.0,0.0,0.0,754.0,1.0,False,1,6,51,1
247,1,False,2,47.0,False,0.0,231.0,592.0,0.0,0.0,True,1,6,52,1
248,1,False,1,63.0,False,0.0,25.0,128.0,0.0,1240.0,False,1,6,59,2
249,2,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,1,4,9,1
250,1,False,2,50.0,False,44.0,2390.0,0.0,53.0,0.0,True,1,6,61,2
251,1,False,1,35.0,False,0.0,0.0,0.0,888.0,0.0,False,0,6,427.0,1
252,1,False,1,45.0,False,0.0,97.0,0.0,14.0,333.0,False,1,7,45,2
253,1,False,1,19.0,False,0.0,0.0,2078.0,0.0,0.0,True,1,6,63,2
254,1,False,1,21.0,False,0.0,918.0,0.0,0.0,0.0,True,1,6,54,1
255,1,True,3,29.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,46,2
256,1,False,1,22.0,False,146.0,654.0,1.0,0.0,2.0,True,1,6,64,2
257,2,True,1,14.0,False,0.0,0.0,0.0,0.0,0.0,True,2,5,16,2
258,2,True,2,42.0,False,0.0,0.0,0.0,0.0,0.0,True,2,5,16,2
259,1,False,2,57.0,False,3.0,1281.0,29.0,162.0,13.0,False,1,6,65,2
260,2,True,2,39.0,False,0.0,0.0,0.0,0.0,0.0,True,0,6,427.0,1
261,2,False,1,28.0,False,0.0,587.0,32.0,6.0,1460.0,False,1,2,12,2
262,1,False,2,19.0,False,0.0,0.0,0.0,0.0,828.0,False,1,6,55,1
263,2,True,2,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1,3,12,1
264,2,False,2,26.0,False,0.0,4458.0,0.0,1157.0,262.0,True,4,2,7,1
265,2,True,1,17.0,False,0.0,0.0,0.0,0.0,0.0,True,4,2,7,1
266,2,False,1,43.0,False,0.0,0.0,0.0,0.0,0.0,True,4,2,7,1
267,2,False,2,9.0,False,0.0,0.0,0.0,0.0,0.0,True,4,2,7,1
268,2,False,1,40.0,False,0.0,6500.0,88.0,1090.0,0.0,True,1,4,10,1
269,2,True,1,50.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2,8,1
270,1,False,1,24.0,False,90.0,2.0,1324.0,17.0,0.0,True,1,7,47,2
271,2,True,2,57.0,False,0.0,0.0,0.0,0.0,0.0,True,1,1,3,2
272,1,True,1,16.0,False,0.0,0.0,0.0,0.0,0.0,False,0,6,427.0,1
273,1,False,1,23.0,False,0.0,0.0,15.0,0.0,1370.0,False,1,6,67,2
274,1,True,1,23.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,41,1
275,2,False,1,28.0,False,0.0,422.0,0.0,1851.0,5166.0,False,1,5,18,1
276,2,False,2,23.0,False,0.0,584.0,0.0,20.0,2469.0,False,1,3,7,2
277,1,False,1,23.0,False,368.0,175.0,259.0,1.0,101.0,False,1,5,19,1
278,1,False,1,18.0,False,0.0,0.0,1359.0,0.0,0.0,True,1,6,59,1
279,1,False,1,18.0,False,1194.0,0.0,157.0,6.0,0.0,False,1,6,60,1
280,2,False,1,67.0,False,0.0,230.0,0.0,4476.0,241.0,False,0,6,427.0,1
281,1,False,3,60.0,False,7.0,540.0,1.0,0.0,4.0,True,2,6,68,2
282,1,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,2,7,50,2
283,1,False,2,49.0,False,331.0,0.0,0.0,318.0,0.0,True,2,6,68,2
284,1,False,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2,7,50,2
285,1,False,2,26.0,False,386.0,0.0,74.0,0.0,1330.0,False,1,7,51,2
286,1,True,3,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,42,1
287,2,False,1,24.0,False,0.0,2628.0,0.0,170.0,0.0,True,2,2,9,1
288,2,True,1,20.0,False,0.0,0.0,0.0,0.0,0.0,True,2,2,9,1
289,1,False,1,18.0,False,0.0,2.0,0.0,0.0,0.0,False,2,7,44,1
290,1,False,1,21.0,False,0.0,5.0,3.0,0.0,0.0,False,2,7,44,1
291,1,False,1,59.0,True,1018.0,0.0,209.0,0.0,0.0,False,1,6,61,1
292,1,True,3,13.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,45,1
293,1,True,2,43.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,53,2
294,1,True,1,29.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,47,1
295,1,False,1,19.0,False,17.0,0.0,784.0,0.0,2.0,True,0,6,427.0,1
296,2,False,1,2.0,False,0.0,0.0,0.0,0.0,0.0,True,3,3,14,1
297,2,False,1,32.0,False,247.0,4651.0,0.0,46.0,202.0,True,3,3,14,1
298,2,False,1,33.0,False,443.0,317.0,0.0,148.0,1260.0,False,3,3,14,1
299,1,False,1,25.0,False,0.0,0.0,251.0,0.0,552.0,False,1,6,72,2
300,3,True,2,29.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,73,2
301,3,False,1,29.0,False,5715.0,2.0,211.0,1476.0,0.0,False,1,6,62,1
302,1,False,1,44.0,False,695.0,1.0,16.0,0.0,0.0,False,1,6,74,2
303,3,True,2,2.0,False,0.0,0.0,0.0,0.0,0.0,True,3,6,63,1
304,3,False,1,19.0,False,417.0,349.0,634.0,3.0,1057.0,True,3,6,63,1
305,3,False,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,3,6,63,1
306,1,True,1,18.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,48,1
307,2,True,2,38.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2,10,1
308,1,True,3,5.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,57,2
309,1,False,3,31.0,False,121.0,0.0,0.0,274.0,907.0,False,1,6,76,2
310,3,True,1,30.0,False,0.0,0.0,0.0,0.0,0.0,False,1,5,21,1
